"","repeat_id","qry_id","matching_repeat","matching_class","reference_length","merged_qrystart","merged_qryend","mergedfraglength","perc_div","perc_del","perc_insert","Gene","isoform"
"1","Academ-N1_DRe","TRINITY_DN12193_c1_g2_i1","C","DNA/Academ-1",4028,78,535,458,24.5,5.5,2.8,"TRINITY_DN12193_c1_g2","1"
"2","Academ-N1_DRe","TRINITY_DN36396_c0_g1_i1","+","DNA/Academ-1",4028,163,368,206,25.5,3.9,0.9,"TRINITY_DN36396_c0_g1","1"
"3","Academ-N1_DRe","TRINITY_DN4984_c0_g1_i1","+","DNA/Academ-1",4028,104,217,114,25,5.3,1.7,"TRINITY_DN4984_c0_g1","1"
"4","Academ-N1_DRe","TRINITY_DN12193_c1_g1_i1","C","DNA/Academ-1",4028,78,534,457,25,5.7,2.8,"TRINITY_DN12193_c1_g1","1"
"5","ACROBAT1","TRINITY_DN23148_c0_g1_i1","+","DNA/PIF",1379,24,193,170,23.2,0.6,3.6,"TRINITY_DN23148_c0_g1","1"
"6","BEL-42_DRe-I","TRINITY_DN23146_c0_g1_i1","C","LTR/Pao",6632,1,224,224,21.9,0,0,"TRINITY_DN23146_c0_g1","1"
"7","BEL-42_DRe-I","TRINITY_DN10557_c0_g2_i1","+","LTR/Pao",6632,17,973,957,16.6,2.3,0.2,"TRINITY_DN10557_c0_g2","1"
"8","BEL-42_DRe-I","TRINITY_DN10557_c0_g1_i1","+","LTR/Pao",6632,17,973,957,16.6,2.3,0.2,"TRINITY_DN10557_c0_g1","1"
"9","BEL-42_DRe-I","TRINITY_DN25949_c0_g1_i1","C","LTR/Pao",6632,1,237,237,17.7,0,0,"TRINITY_DN25949_c0_g1","1"
"10","BEL-42_DRe-I","TRINITY_DN32506_c0_g1_i1","+","LTR/Pao",6632,5,279,275,22.6,8.4,1.7,"TRINITY_DN32506_c0_g1","1"
"11","BEL-42_DRe-I","TRINITY_DN40503_c0_g1_i1","+","LTR/Pao",6632,10,243,234,17.9,0,0,"TRINITY_DN40503_c0_g1","1"
"12","BEL-42_DRe-LTR","TRINITY_DN10557_c0_g2_i1","+","LTR/Pao",424,1034,1270,237,19,7.6,4.5,"TRINITY_DN10557_c0_g2","1"
"13","BEL-42_DRe-LTR","TRINITY_DN10557_c0_g1_i1","+","LTR/Pao",424,1034,1269,236,19,7.6,4.1,"TRINITY_DN10557_c0_g1","1"
"14","BEL-47_DRe-I","TRINITY_DN20763_c0_g1_i1","C","LTR/Pao",6527,37,219,183,27.3,5.5,6,"TRINITY_DN20763_c0_g1","1"
"15","BEL-55_DRe-I","TRINITY_DN44726_c0_g1_i1","+","LTR/Pao",5779,6,222,217,24,0.5,0.5,"TRINITY_DN44726_c0_g1","1"
"16","BEL-58_DRe-I","TRINITY_DN31669_c0_g1_i1","C","LTR/Pao",6101,2,369,368,28.5,0,0,"TRINITY_DN31669_c0_g1","1"
"17","BEL-60_DRe-I","TRINITY_DN36684_c0_g1_i1","C","LTR/Pao",5782,14,215,202,27,0,1,"TRINITY_DN36684_c0_g1","1"
"18","BEL-62_DRe-I","TRINITY_DN10165_c1_g1_i1","C","LTR/Pao",6254,2,195,194,33.2,0.5,0.5,"TRINITY_DN10165_c1_g1","1"
"19","BEL-62_DRe-I","TRINITY_DN10165_c0_g1_i1","C","LTR/Pao",6254,1,300,300,28.7,1,0,"TRINITY_DN10165_c0_g1","1"
"20","BEL-70_DR-I","TRINITY_DN29985_c0_g1_i1","C","LTR/Pao",6431,9,232,224,25.2,0.9,0.9,"TRINITY_DN29985_c0_g1","1"
"21","BEL-70_DR-I","TRINITY_DN43372_c0_g1_i1","+","LTR/Pao",6431,2,213,212,27.8,0.2,0.2,"TRINITY_DN43372_c0_g1","1"
"22","BEL-70_DR-I","TRINITY_DN25552_c0_g1_i1","+","LTR/Pao",6431,26,618,593,30.7,0.2,0.7,"TRINITY_DN25552_c0_g1","1"
"23","BEL-71_DR-I","TRINITY_DN26688_c0_g1_i1","C","LTR/Pao",4215,52,338,287,31.3,1.1,1.1,"TRINITY_DN26688_c0_g1","1"
"24","BEL-74_DR-I","TRINITY_DN10782_c0_g1_i1","+","LTR/Pao",5928,3,277,275,33.2,2.6,2.6,"TRINITY_DN10782_c0_g1","1"
"25","BEL-74_DR-I","TRINITY_DN10782_c0_g2_i1","+","LTR/Pao",5928,3,249,247,33.3,2.8,2.8,"TRINITY_DN10782_c0_g2","1"
"26","BEL15-I_DR","TRINITY_DN29290_c0_g1_i1","+","LTR/Pao",6132,19,206,188,29.3,0.9,0.9,"TRINITY_DN29290_c0_g1","1"
"27","BEL15-I_DR","TRINITY_DN10782_c1_g1_i1","C","LTR/Pao",6132,14,382,369,28.4,3.5,2.7,"TRINITY_DN10782_c1_g1","1"
"28","BEL2-I_DR","TRINITY_DN24682_c0_g1_i1","C","LTR/Pao",5897,33,257,225,31.8,3.6,3.6,"TRINITY_DN24682_c0_g1","1"
"29","BEL22-I_DR","TRINITY_DN43037_c0_g1_i1","+","LTR/Pao",5948,34,504,471,29.6,2.7,2.7,"TRINITY_DN43037_c0_g1","1"
"30","BEL27-I_DR","TRINITY_DN22331_c0_g1_i1","+","LTR/Pao",6122,2,106,105,28.5,0,2.9,"TRINITY_DN22331_c0_g1","1"
"31","BEL31-I_DR","TRINITY_DN23412_c0_g1_i1","C","LTR/Pao",6749,4,208,205,21,0,0,"TRINITY_DN23412_c0_g1","1"
"32","BEL34-I_DR","TRINITY_DN41538_c0_g1_i1","C","LTR/Pao",6028,8,205,198,34.3,2.4,1.3,"TRINITY_DN41538_c0_g1","1"
"33","BEL4-I_DR","TRINITY_DN45286_c0_g1_i1","C","LTR/Pao",6339,15,219,205,25.4,1.9,1.9,"TRINITY_DN45286_c0_g1","1"
"34","BEL4-I_DR","TRINITY_DN34594_c0_g1_i1","+","LTR/Pao",6339,26,212,187,31.4,1.1,1.1,"TRINITY_DN34594_c0_g1","1"
"35","BEL5-I_DR","TRINITY_DN36589_c0_g1_i1","C","LTR/Pao",6716,1,261,261,25.3,1.9,0,"TRINITY_DN36589_c0_g1","1"
"36","BEL5-I_DR","TRINITY_DN30942_c0_g1_i1","C","LTR/Pao",6716,1,257,257,25.3,0,0,"TRINITY_DN30942_c0_g1","1"
"37","BEL5-I_DR","TRINITY_DN44285_c0_g1_i1","C","LTR/Pao",6716,3,169,167,22.2,0.6,0,"TRINITY_DN44285_c0_g1","1"
"38","BEL8-I_DR","TRINITY_DN9834_c1_g1_i1","+","LTR/Pao",6706,63,652,590,29.45,2.9,1.75,"TRINITY_DN9834_c1_g1","1"
"39","BEL8-I_DR","TRINITY_DN9834_c0_g2_i1","+","LTR/Pao",6706,1,675,675,30.3,13,1,"TRINITY_DN9834_c0_g2","1"
"40","BEL8-I_DR","TRINITY_DN9834_c0_g1_i1","+","LTR/Pao",6706,1,685,685,29.7,10.2,2.3,"TRINITY_DN9834_c0_g1","1"
"41","Chaplin1_DR","TRINITY_DN37000_c0_g1_i1","+","DNA/hAT-Charlie",2920,70,222,153,19.5,3.9,16.1,"TRINITY_DN37000_c0_g1","1"
"42","Copia4-I_DR","TRINITY_DN29239_c0_g1_i1","C","LTR/Copia",4207,1,238,238,30.7,0,0,"TRINITY_DN29239_c0_g1","1"
"43","Copia4-I_DR","TRINITY_DN34200_c0_g1_i1","+","LTR/Copia",4207,18,190,173,23.5,13.3,1.6,"TRINITY_DN34200_c0_g1","1"
