"","repeat_id","qry_id","matching_repeat","matching_class","reference_length","merged_qrystart","merged_qryend","mergedfraglength","perc_div","perc_del","perc_insert","Gene","isoform"
"1","TE_00000004","TR41584_c1_g1_i1","C","__ClassI_LTR_Gypsy",259,28,252,225,9.1,0,0,"TR41584_c1_g1","1"
"2","TE_00000004","TR54297_c1_g1_i1","+","__ClassI_LTR_Gypsy",259,50,200,151,21.95,0,0.75,"TR54297_c1_g1","1"
"3","TE_00000004","TR41584_c5_g1_i1","+","__ClassI_LTR_Gypsy",259,20,240,221,14.9333333333333,0.5,0.966666666666667,"TR41584_c5_g1","1"
"4","TE_00000004","TR65038_c1_g1_i1","+","__ClassI_LTR_Gypsy",259,41,197,157,16.65,0,1.4,"TR65038_c1_g1","1"
"5","TE_00000004","TR41584_c0_g1_i1","+","__ClassI_LTR_Gypsy",259,36,185,150,12.5,0.7,0,"TR41584_c0_g1","1"
"6","TE_00000004","TR48383_c0_g1_i1","+","__ClassI_LTR_Gypsy",259,82,237,156,15,3.9,10.2,"TR48383_c0_g1","1"
"7","TE_00000004","TR17904_c0_g1_i1","C","__ClassI_LTR_Gypsy",259,91,172,82,30.4,0,3.8,"TR17904_c0_g1","1"
"8","TE_00000004","TR53032_c0_g1_i1","C","__ClassI_LTR_Gypsy",259,26,272,247,22.8,6.5,2.3,"TR53032_c0_g1","1"
"9","TE_00000004","TR60669_c0_g1_i1","C","__ClassI_LTR_Gypsy",259,76,242,167,18.4,0,2.35,"TR60669_c0_g1","1"
"10","TE_00000004","TR67634_c0_g1_i1","C","__ClassI_LTR_Gypsy",259,199,278,80,11.2,0,0,"TR67634_c0_g1","1"
"11","TE_00000004","TR48148_c0_g1_i1","+","__ClassI_LTR_Gypsy",259,10,246,237,12.45,0,4.75,"TR48148_c0_g1","1"
"12","TE_00000004","TR32614_c1_g2_i1","C","__ClassI_LTR_Gypsy",259,53,205,153,16.7,2.8,0,"TR32614_c1_g2","1"
"13","TE_00000004","TR50938_c0_g1_i1","C","__ClassI_LTR_Gypsy",259,26,245,220,24.5,0,0,"TR50938_c0_g1","1"
"14","TE_00000004","TR40905_c5_g10_i4","+","__ClassI_LTR_Gypsy",259,20,106,87,21.2,0,2.4,"TR40905_c5_g10","4"
"15","TE_00000004","TR27834_c0_g1_i1","C","__ClassI_LTR_Gypsy",259,73,218,146,13.2,0,0,"TR27834_c0_g1","1"
"16","TE_00000004","TR48482_c0_g2_i1","C","__ClassI_LTR_Gypsy",259,36,273,238,16.1333333333333,0,0.933333333333333,"TR48482_c0_g2","1"
"17","TE_00000004","TR42509_c0_g2_i1","C","__ClassI_LTR_Gypsy",259,6,233,228,12.6,0.55,2.2,"TR42509_c0_g2","1"
"18","TE_00000004","TR6238_c0_g1_i1","+","__ClassI_LTR_Gypsy",259,5,107,103,18.2,1,9.5,"TR6238_c0_g1","1"
"19","TE_00000004","TR40905_c5_g5_i1","+","__ClassI_LTR_Gypsy",259,27,119,93,13.7,0,5.7,"TR40905_c5_g5","1"
"20","TE_00000004","TR8092_c0_g1_i1","C","__ClassI_LTR_Gypsy",259,3,89,87,14.7,0,6.1,"TR8092_c0_g1","1"
"21","TE_00000004","TR40905_c5_g6_i1","+","__ClassI_LTR_Gypsy",259,20,106,87,19.3,0,4.8,"TR40905_c5_g6","1"
"22","TE_00000004","TR41584_c5_g2_i1","+","__ClassI_LTR_Gypsy",259,85,271,187,13.7,1.45,1.95,"TR41584_c5_g2","1"
"23","TE_00000004","TR21539_c0_g1_i1","C","__ClassI_LTR_Gypsy",259,32,120,89,17.7,2.2,4.6,"TR21539_c0_g1","1"
"24","TE_00000004","TR48482_c0_g1_i1","C","__ClassI_LTR_Gypsy",259,36,273,238,16.6,0,0.933333333333333,"TR48482_c0_g1","1"
"25","TE_00000004","TR67634_c0_g2_i1","C","__ClassI_LTR_Gypsy",259,198,278,81,11.2,0,1.2,"TR67634_c0_g2","1"
"26","TE_00000004","TR42509_c0_g1_i1","C","__ClassI_LTR_Gypsy",259,6,250,245,15.75,0.55,2.2,"TR42509_c0_g1","1"
"27","TE_00000004","TR49839_c0_g1_i1","+","__ClassI_LTR_Gypsy",259,172,321,150,24.25,0,0,"TR49839_c0_g1","1"
"28","TE_00000004","TR58691_c8_g6_i1","C","__ClassI_LTR_Gypsy",259,82,231,150,13.2,0,0,"TR58691_c8_g6","1"
"29","TE_00000004","TR18138_c1_g1_i1","+","__ClassI_LTR_Gypsy",259,95,280,186,14.5,10.2,3.5,"TR18138_c1_g1","1"
"30","TE_00000004","TR18138_c0_g1_i1","C","__ClassI_LTR_Gypsy",259,40,191,152,19.9,0.45,3.7,"TR18138_c0_g1","1"
