"","repeat_id","qry_id","matching_repeat","matching_class","reference_length","merged_qrystart","merged_qryend","mergedfraglength","perc_div","perc_del","perc_insert","Gene","isoform"
"1","Mariner-12_EL","TRINITY_DN31152_c3_g4_i1","C","DNA/TcMar-Tc1",1600,3,301,299,28.8,10.4,4.8,"TRINITY_DN31152_c3_g4","1"
"2","Mariner-12_EL","TRINITY_DN31152_c3_g3_i1","C","DNA/TcMar-Tc1",1600,4,211,208,24.2,13,6.8,"TRINITY_DN31152_c3_g3","1"
"3","Mariner-17_Cory","TRINITY_DN31063_c6_g5_i1","C","Unspecified",1600,16,325,310,5.2,2.3,0.6,"TRINITY_DN31063_c6_g5","1"
"4","Mariner-17_Cory","TRINITY_DN31079_c14_g1_i1","C","Unspecified",1600,1,253,253,6.7,2.4,0,"TRINITY_DN31079_c14_g1","1"
"5","Mariner-17_Cory","TRINITY_DN31079_c10_g9_i1","+","Unspecified",1600,4,203,200,7.5,0,0.5,"TRINITY_DN31079_c10_g9","1"
"6","Mariner-17_Cory","TRINITY_DN33331_c0_g1_i1","C","Unspecified",1600,1,275,275,6.2,6.5,1,"TRINITY_DN33331_c0_g1","1"
"7","Mariner-17_Cory","TRINITY_DN31152_c3_g5_i2","C","Unspecified",1600,106,196,91,22.6,18,1.8,"TRINITY_DN31152_c3_g5","2"
"8","Mariner-17_Cory","TRINITY_DN31010_c3_g6_i1","C","Unspecified",1600,1,349,349,8.6,0.3,0.3,"TRINITY_DN31010_c3_g6","1"
"9","Mariner-17_Cory","TRINITY_DN19091_c0_g1_i1","C","Unspecified",1600,35,251,217,9.7,1.4,0,"TRINITY_DN19091_c0_g1","1"
"10","Mariner-17_Cory","TRINITY_DN33331_c0_g2_i1","C","Unspecified",1600,1,304,304,7,5.9,0.9,"TRINITY_DN33331_c0_g2","1"
"11","Mariner-17_Cory","TRINITY_DN24600_c0_g1_i1","+","Unspecified",1600,310,463,154,7.8,13.6,0.6,"TRINITY_DN24600_c0_g1","1"
"12","Mariner-17_Cory","TRINITY_DN31063_c6_g2_i1","C","Unspecified",1600,1,259,259,5.8,3.9,0,"TRINITY_DN31063_c6_g2","1"
"13","Mariner-17_Cory","TRINITY_DN31010_c3_g8_i1","C","Unspecified",1600,105,460,356,8.4,8.7,0,"TRINITY_DN31010_c3_g8","1"
"14","Mariner-17_Cory","TRINITY_DN31079_c10_g5_i1","+","Unspecified",1600,1,220,220,6.8,0,0,"TRINITY_DN31079_c10_g5","1"
"15","Mariner-17_Cory","TRINITY_DN31010_c4_g1_i1","+","Unspecified",1600,5,224,220,5.1,3.2,2.2,"TRINITY_DN31010_c4_g1","1"
"16","Mariner-17_Cory","TRINITY_DN28_c0_g1_i1","+","Unspecified",1600,1,228,228,7.5,2.2,0,"TRINITY_DN28_c0_g1","1"
"17","Mariner-17_Cory","TRINITY_DN31010_c0_g1_i1","C","Unspecified",1600,1,143,143,6.3,1.4,0,"TRINITY_DN31010_c0_g1","1"
"18","Mariner-17_Cory","TRINITY_DN44015_c0_g1_i1","C","Unspecified",1600,84,214,131,12.2,0,0,"TRINITY_DN44015_c0_g1","1"
"19","Mariner-17_Cory","TRINITY_DN31010_c3_g7_i1","C","Unspecified",1600,18,220,203,4.9,6.9,0,"TRINITY_DN31010_c3_g7","1"
"20","Mariner-17_Cory","TRINITY_DN50937_c0_g1_i1","C","Unspecified",1600,65,206,142,6.3,9.2,0,"TRINITY_DN50937_c0_g1","1"
"21","Mariner-17_Cory","TRINITY_DN31100_c2_g1_i1","C","Unspecified",1600,1,244,244,3.3,4.5,0,"TRINITY_DN31100_c2_g1","1"
"22","Mariner-17_Cory","TRINITY_DN31010_c3_g1_i1","C","Unspecified",1600,1,201,201,4.5,1.5,0.5,"TRINITY_DN31010_c3_g1","1"
"23","Mariner-17_Cory","TRINITY_DN31079_c11_g1_i1","C","Unspecified",1600,1,209,209,10.5,0,0,"TRINITY_DN31079_c11_g1","1"
"24","Mariner-17_Cory","TRINITY_DN18023_c0_g1_i1","+","Unspecified",1600,14,238,225,7.3,0.4,15.3,"TRINITY_DN18023_c0_g1","1"
"25","Mariner-17_Cory","TRINITY_DN31010_c2_g1_i1","C","Unspecified",1600,1,210,210,6.3,2.4,1.4,"TRINITY_DN31010_c2_g1","1"
"26","Mariner-17_Cory","TRINITY_DN43657_c0_g1_i1","C","Unspecified",1600,1,234,234,7.7,4.7,0,"TRINITY_DN43657_c0_g1","1"
"27","Mariner-17_Cory","TRINITY_DN31079_c10_g6_i1","+","Unspecified",1600,2,218,217,7.8,1.4,0,"TRINITY_DN31079_c10_g6","1"
"28","Mariner-17_Cory","TRINITY_DN31100_c2_g7_i1","C","Unspecified",1600,54,238,185,7.1,0.5,0.5,"TRINITY_DN31100_c2_g7","1"
"29","Mariner-17_Cory","TRINITY_DN31100_c2_g5_i1","C","Unspecified",1600,1,145,145,4.1,1.4,0,"TRINITY_DN31100_c2_g5","1"
"30","Mariner-17_Cory","TRINITY_DN41733_c0_g1_i1","C","Unspecified",1600,135,294,160,6.9,10.6,0,"TRINITY_DN41733_c0_g1","1"
"31","Mariner-17_Cory","TRINITY_DN31079_c10_g1_i1","+","Unspecified",1600,4,228,225,5.3,0,0,"TRINITY_DN31079_c10_g1","1"
"32","Mariner-17_Cory","TRINITY_DN7418_c0_g1_i1","C","Unspecified",1600,1,204,204,6.9,3.9,0.5,"TRINITY_DN7418_c0_g1","1"
"33","Mariner-17_Cory","TRINITY_DN31100_c2_g10_i1","C","Unspecified",1600,21,201,181,5,0.6,0,"TRINITY_DN31100_c2_g10","1"
"34","Mariner-17_Cory","TRINITY_DN21462_c0_g1_i1","+","Unspecified",1600,5,324,320,11.3,5,0.3,"TRINITY_DN21462_c0_g1","1"
