"","repeat_id","qry_id","matching_repeat","matching_class","reference_length","merged_qrystart","merged_qryend","mergedfraglength","perc_div","perc_del","perc_insert","Gene","isoform"
"1","Mariner-12_EL","TR17564_c7_g15_i1","+","DNA/TcMar-Tc1",1600,102,267,166,28.1,3,5.6,"TR17564_c7_g15","1"
"2","Mariner-12_EL","TR32172_c0_g2_i1","C","DNA/TcMar-Tc1",1600,64,143,80,26.2,2.5,0,"TR32172_c0_g2","1"
"3","Mariner-12_EL","TR26639_c0_g1_i1","+","DNA/TcMar-Tc1",1600,383,538,156,23.9,15.4,3.5,"TR26639_c0_g1","1"
"4","Mariner-12_EL","TR35246_c0_g1_i1","C","DNA/TcMar-Tc1",1600,1774,2148,375,30.2,5.1,2.9,"TR35246_c0_g1","1"
"5","Mariner-12_EL","TR18370_c0_g1_i1","C","DNA/TcMar-Tc1",1600,291,370,80,25.3,5,1.2,"TR18370_c0_g1","1"
"6","Mariner-17_Cory","TR46962_c0_g1_i1","C","Unspecified",1600,227,348,122,4.1,1.6,0.8,"TR46962_c0_g1","1"
"7","Mariner-17_Cory","TR34771_c0_g1_i1","+","Unspecified",1600,2,187,186,8.1,4.8,0,"TR34771_c0_g1","1"
"8","Mariner-17_Cory","TR37489_c2_g1_i1","C","Unspecified",1600,13,236,224,5.4,1.8,0,"TR37489_c2_g1","1"
"9","Mariner-17_Cory","TR37236_c0_g1_i1","+","Unspecified",1600,1,282,282,7.5,1.1,0.3,"TR37236_c0_g1","1"
"10","Mariner-17_Cory","TR11461_c2_g1_i1","+","Unspecified",1600,43,303,261,7.4,29.8,0,"TR11461_c2_g1","1"
"11","Mariner-17_Cory","TR21793_c0_g1_i1","C","Unspecified",1600,139,230,92,7.6,0,0,"TR21793_c0_g1","1"
"12","Mariner-17_Cory","TR44868_c0_g3_i1","+","Unspecified",1600,1,230,230,6.5,0.4,0.4,"TR44868_c0_g3","1"
"13","Mariner-17_Cory","TR1928_c0_g1_i1","+","Unspecified",1600,3,110,108,4.6,2.8,0,"TR1928_c0_g1","1"
"14","Mariner-17_Cory","TR51946_c0_g1_i1","+","Unspecified",1600,1,250,250,6.8,6.4,0.4,"TR51946_c0_g1","1"
"15","Mariner-17_Cory","TR52108_c0_g1_i1","+","Unspecified",1600,63,181,119,30.2,2.5,0,"TR52108_c0_g1","1"
"16","Mariner-17_Cory","TR37074_c0_g1_i1","C","Unspecified",1600,1,261,261,8.3,23,2.9,"TR37074_c0_g1","1"
"17","Mariner-17_Cory","TR9522_c0_g1_i1","+","Unspecified",1600,1,291,291,6.2,3.4,0,"TR9522_c0_g1","1"
"18","Mariner-17_Cory","TR45786_c0_g1_i1","C","Unspecified",1600,1,103,103,8.7,2.9,0,"TR45786_c0_g1","1"
"19","Mariner-17_Cory","TR11461_c1_g1_i1","+","Unspecified",1600,1,229,229,9.6,4.8,0,"TR11461_c1_g1","1"
"20","Mariner-17_Cory","TR11461_c0_g1_i1","C","Unspecified",1600,1,170,170,8.3,0.6,0.6,"TR11461_c0_g1","1"
"21","Mariner-17_Cory","TR11461_c4_g4_i1","C","Unspecified",1600,1,226,226,7.1,15,0,"TR11461_c4_g4","1"
"22","Mariner-17_Cory","TR10328_c0_g1_i1","C","Unspecified",1600,169,252,84,6,0,0,"TR10328_c0_g1","1"
"23","Mariner-17_Cory","TR9522_c0_g2_i1","+","Unspecified",1600,3,224,222,4.5,4.5,0,"TR9522_c0_g2","1"
"24","Mariner-17_Cory","TR35130_c0_g1_i1","C","Unspecified",1600,3,346,344,6.7,0.9,0,"TR35130_c0_g1","1"
"25","Mariner-17_Cory","TR13478_c0_g2_i1","+","Unspecified",1600,3,376,374,7.8,6.4,0.2,"TR13478_c0_g2","1"
"26","Mariner-17_Cory","TR11625_c0_g1_i1","+","Unspecified",1600,4,273,270,6.3,12.6,0,"TR11625_c0_g1","1"
"27","Mariner-17_Cory","TR27749_c0_g2_i1","C","Unspecified",1600,3,310,308,8.7,16.6,2.3,"TR27749_c0_g2","1"
"28","Mariner-17_Cory","TR33898_c0_g1_i1","+","Unspecified",1600,665,753,89,8.4,0,6,"TR33898_c0_g1","1"
"29","Mariner-17_Cory","TR11168_c0_g1_i1","+","Unspecified",1600,3,240,238,6.7,17.2,0,"TR11168_c0_g1","1"
"30","Mariner-17_Cory","TR11461_c2_g2_i1","+","Unspecified",1600,43,317,275,6.7,27.9,0,"TR11461_c2_g2","1"
"31","Mariner-17_Cory","TR50687_c0_g1_i1","C","Unspecified",1600,1,323,323,8.4,7.4,0,"TR50687_c0_g1","1"
"32","Mariner-17_Cory","TR50265_c0_g1_i1","C","Unspecified",1600,907,1025,119,6.7,1.7,0,"TR50265_c0_g1","1"
"33","Mariner-17_Cory","TR9738_c0_g1_i1","+","Unspecified",1600,1239,1588,350,11.7,0.6,0,"TR9738_c0_g1","1"
"34","Mariner-17_Cory","TR42677_c0_g1_i1","+","Unspecified",1600,141,378,238,29.8,13,2.7,"TR42677_c0_g1","1"
"35","Mariner-17_Cory","TR5594_c0_g1_i1","C","Unspecified",1600,66,239,174,7.6,0,1.2,"TR5594_c0_g1","1"
"36","Mariner-17_Cory","TR11461_c5_g1_i1","C","Unspecified",1600,1,309,309,6.5,14.6,0.3,"TR11461_c5_g1","1"
"37","Mariner-17_Cory","TR9245_c0_g1_i1","C","Unspecified",1600,1,242,242,7.8,4.5,0,"TR9245_c0_g1","1"
"38","Mariner-17_Cory","TR45854_c1_g1_i1","+","Unspecified",1600,1,388,388,7.8,1,0.5,"TR45854_c1_g1","1"
"39","Mariner-17_Cory","TR48338_c0_g1_i1","+","Unspecified",1600,420,562,143,11.3,4.2,0.7,"TR48338_c0_g1","1"
"40","Mariner-17_Cory","TR23151_c0_g1_i1","+","Unspecified",1600,1,89,89,6.7,1.1,0,"TR23151_c0_g1","1"
"41","Mariner-17_Cory","TR13478_c0_g1_i1","+","Unspecified",1600,3,375,373,8.3,6.4,0,"TR13478_c0_g1","1"
"42","Mariner-17_Cory","TR9738_c0_g2_i1","+","Unspecified",1600,1240,1589,350,11.7,0.6,0,"TR9738_c0_g2","1"
"43","Mariner-17_Cory","TR21330_c0_g1_i1","C","Unspecified",1600,174,336,163,28.2,17.8,0,"TR21330_c0_g1","1"
"44","Mariner-17_Cory","TR45854_c1_g2_i1","+","Unspecified",1600,1,468,468,6.2,1.3,0.4,"TR45854_c1_g2","1"
"45","Mariner-17_Cory","TR19416_c0_g1_i1","+","Unspecified",1600,1,264,264,8,2.3,0,"TR19416_c0_g1","1"
"46","Mariner-17_Cory","TR38320_c0_g1_i1","+","Unspecified",1600,1,93,93,8.6,6.5,0,"TR38320_c0_g1","1"
"47","Mariner-17_Cory","TR44868_c0_g1_i1","+","Unspecified",1600,1,328,328,4.9,12.5,0.3,"TR44868_c0_g1","1"
"48","Mariner-17_Cory","TR38320_c0_g2_i1","+","Unspecified",1600,1,95,95,2.1,0,0,"TR38320_c0_g2","1"
"49","Mariner-17_DR","TR30993_c0_g1_i1","C","DNA/TcMar-Tc1",1600,48,147,100,28.3,2,1,"TR30993_c0_g1","1"
"50","Mariner-17_DR","TR44537_c0_g1_i1","+","DNA/TcMar-Tc1",1600,97,295,199,30.6,7.5,0,"TR44537_c0_g1","1"
"51","Mariner-17_DR","TR22528_c0_g1_i1","+","DNA/TcMar-Tc1",1600,173,280,108,22.3,5.4,1,"TR22528_c0_g1","1"
"52","Mariner-17_DR","TR35820_c0_g1_i1","C","DNA/TcMar-Tc1",1600,427,545,119,27.7,2.5,0,"TR35820_c0_g1","1"
"53","Mariner-17_DR","TR35246_c0_g1_i1","C","DNA/TcMar-Tc1",1600,2200,2355,156,23.7,3.9,0,"TR35246_c0_g1","1"
